,image_1,image_2,cosine_similarity,numerosity_1,numerosity_2,area_diff,numerosity_comparison_type,layer
0,stimulus_644.png,stimulus_1599.png,0.9149027,1.0,1.0,135.0,same,last
1,stimulus_1107.png,stimulus_1598.png,0.9347715,1.0,1.0,60.0,same,last
2,stimulus_441.png,stimulus_499.png,0.9790946,1.0,1.0,0.0,same,last
3,stimulus_828.png,stimulus_1353.png,0.9540034,1.0,1.0,41.0,same,last
4,stimulus_487.png,stimulus_581.png,0.979221,1.0,1.0,10.0,same,last
5,stimulus_65.png,stimulus_1113.png,0.8565549,1.0,1.0,152.0,same,last
6,stimulus_1050.png,stimulus_1292.png,0.9802217,1.0,1.0,29.0,same,last
7,stimulus_1183.png,stimulus_1314.png,0.91000235,1.0,1.0,29.0,same,last
8,stimulus_506.png,stimulus_1519.png,0.9160068,1.0,1.0,182.0,same,last
9,stimulus_657.png,stimulus_844.png,0.9610189,1.0,1.0,24.0,same,last
10,stimulus_1838.png,stimulus_2459.png,0.9618709,2.0,2.0,96.0,same,last
11,stimulus_1759.png,stimulus_2742.png,0.7599637,2.0,2.0,154.0,same,last
12,stimulus_2681.png,stimulus_3062.png,0.94098157,2.0,2.0,63.0,same,last
13,stimulus_1850.png,stimulus_2394.png,0.9268744,2.0,2.0,67.0,same,last
14,stimulus_1915.png,stimulus_2729.png,0.83679956,2.0,2.0,115.0,same,last
15,stimulus_2536.png,stimulus_2590.png,0.9899008,2.0,2.0,0.0,same,last
16,stimulus_2561.png,stimulus_2867.png,0.9547034,2.0,2.0,57.0,same,last
17,stimulus_2313.png,stimulus_3151.png,0.86613077,2.0,2.0,117.0,same,last
18,stimulus_2505.png,stimulus_3128.png,0.9505902,2.0,2.0,100.0,same,last
19,stimulus_1661.png,stimulus_2910.png,0.81370616,2.0,2.0,199.0,same,last
20,stimulus_4302.png,stimulus_4532.png,0.9029738,3.0,3.0,17.0,same,last
21,stimulus_3422.png,stimulus_3966.png,0.932479,3.0,3.0,70.0,same,last
22,stimulus_4023.png,stimulus_4561.png,0.9689604,3.0,3.0,63.0,same,last
23,stimulus_3389.png,stimulus_4676.png,0.7926198,3.0,3.0,223.0,same,last
24,stimulus_3231.png,stimulus_3438.png,0.8439629,3.0,3.0,32.0,same,last
25,stimulus_3438.png,stimulus_4085.png,0.9081279,3.0,3.0,96.0,same,last
26,stimulus_4350.png,stimulus_4394.png,0.9365062,3.0,3.0,0.0,same,last
27,stimulus_3693.png,stimulus_4678.png,0.91119426,3.0,3.0,150.0,same,last
28,stimulus_3349.png,stimulus_4552.png,0.80147916,3.0,3.0,187.0,same,last
29,stimulus_3344.png,stimulus_4092.png,0.7250131,3.0,3.0,124.0,same,last
30,stimulus_5095.png,stimulus_6057.png,0.8935068,4.0,4.0,159.0,same,last
31,stimulus_4992.png,stimulus_5945.png,0.77187407,4.0,4.0,165.0,same,last
32,stimulus_5259.png,stimulus_5833.png,0.92064524,4.0,4.0,98.0,same,last
33,stimulus_4929.png,stimulus_5150.png,0.9207981,4.0,4.0,36.0,same,last
34,stimulus_5486.png,stimulus_5823.png,0.94606113,4.0,4.0,65.0,same,last
35,stimulus_4948.png,stimulus_5580.png,0.82884014,4.0,4.0,89.0,same,last
36,stimulus_5408.png,stimulus_5486.png,0.9790762,4.0,4.0,9.0,same,last
37,stimulus_5567.png,stimulus_6193.png,0.9334482,4.0,4.0,90.0,same,last
38,stimulus_5968.png,stimulus_6015.png,0.88946736,4.0,4.0,22.0,same,last
39,stimulus_5383.png,stimulus_6025.png,0.8924675,4.0,4.0,129.0,same,last
40,stimulus_7083.png,stimulus_7429.png,0.89988124,5.0,5.0,63.0,same,last
41,stimulus_6750.png,stimulus_7654.png,0.8634872,5.0,5.0,160.0,same,last
42,stimulus_7153.png,stimulus_7280.png,0.9050394,5.0,5.0,33.0,same,last
43,stimulus_6559.png,stimulus_6831.png,0.8705375,5.0,5.0,67.0,same,last
44,stimulus_7492.png,stimulus_7646.png,0.90536743,5.0,5.0,26.0,same,last
45,stimulus_6609.png,stimulus_6821.png,0.95583236,5.0,5.0,27.0,same,last
46,stimulus_6931.png,stimulus_7409.png,0.9319113,5.0,5.0,101.0,same,last
47,stimulus_7300.png,stimulus_7758.png,0.86642694,5.0,5.0,68.0,same,last
48,stimulus_7359.png,stimulus_7592.png,0.92592657,5.0,5.0,37.0,same,last
49,stimulus_6540.png,stimulus_6688.png,0.87038505,5.0,5.0,31.0,same,last
50,stimulus_8226.png,stimulus_8653.png,0.9696842,6.0,6.0,60.0,same,last
51,stimulus_8915.png,stimulus_8977.png,0.97768915,6.0,6.0,5.0,same,last
52,stimulus_8121.png,stimulus_9295.png,0.73043275,6.0,6.0,202.0,same,last
53,stimulus_8075.png,stimulus_8232.png,0.9257602,6.0,6.0,37.0,same,last
54,stimulus_9253.png,stimulus_9544.png,0.96305954,6.0,6.0,25.0,same,last
55,stimulus_8785.png,stimulus_8902.png,0.8824826,6.0,6.0,34.0,same,last
56,stimulus_8041.png,stimulus_8609.png,0.8377905,6.0,6.0,94.0,same,last
57,stimulus_8442.png,stimulus_9287.png,0.9080689,6.0,6.0,126.0,same,last
58,stimulus_8127.png,stimulus_8483.png,0.8424876,6.0,6.0,65.0,same,last
59,stimulus_8281.png,stimulus_8396.png,0.9665967,6.0,6.0,1.0,same,last
60,stimulus_9652.png,stimulus_9913.png,0.9517324,7.0,7.0,31.0,same,last
61,stimulus_11043.png,stimulus_11195.png,0.96714467,7.0,7.0,0.0,same,last
62,stimulus_10480.png,stimulus_10956.png,0.9617248,7.0,7.0,63.0,same,last
63,stimulus_10071.png,stimulus_10496.png,0.9356943,7.0,7.0,64.0,same,last
64,stimulus_10963.png,stimulus_11113.png,0.97516215,7.0,7.0,23.0,same,last
65,stimulus_9983.png,stimulus_10046.png,0.9111259,7.0,7.0,28.0,same,last
66,stimulus_10053.png,stimulus_10763.png,0.86453444,7.0,7.0,95.0,same,last
67,stimulus_10205.png,stimulus_10234.png,0.97251266,7.0,7.0,0.0,same,last
68,stimulus_10723.png,stimulus_10777.png,0.98461217,7.0,7.0,0.0,same,last
69,stimulus_9679.png,stimulus_10929.png,0.77562964,7.0,7.0,195.0,same,last
70,stimulus_11790.png,stimulus_11860.png,0.8887511,8.0,8.0,33.0,same,last
71,stimulus_12123.png,stimulus_12238.png,0.9477947,8.0,8.0,33.0,same,last
72,stimulus_11447.png,stimulus_12795.png,0.8447064,8.0,8.0,197.0,same,last
73,stimulus_11422.png,stimulus_12582.png,0.90422213,8.0,8.0,161.0,same,last
74,stimulus_11267.png,stimulus_11680.png,0.8821769,8.0,8.0,60.0,same,last
75,stimulus_12378.png,stimulus_12547.png,0.97857195,8.0,8.0,30.0,same,last
76,stimulus_11300.png,stimulus_12352.png,0.76649916,8.0,8.0,164.0,same,last
77,stimulus_11387.png,stimulus_12049.png,0.8081055,8.0,8.0,131.0,same,last
78,stimulus_11448.png,stimulus_12639.png,0.834188,8.0,8.0,190.0,same,last
79,stimulus_12170.png,stimulus_12291.png,0.9359374,8.0,8.0,33.0,same,last
80,stimulus_13550.png,stimulus_14250.png,0.9405153,9.0,9.0,122.0,same,last
81,stimulus_12964.png,stimulus_13980.png,0.7748249,9.0,9.0,159.0,same,last
82,stimulus_12927.png,stimulus_13889.png,0.67338395,9.0,9.0,160.0,same,last
83,stimulus_14108.png,stimulus_14246.png,0.9460051,9.0,9.0,27.0,same,last
84,stimulus_13587.png,stimulus_14165.png,0.9398357,9.0,9.0,87.0,same,last
85,stimulus_13043.png,stimulus_13965.png,0.9206055,9.0,9.0,124.0,same,last
86,stimulus_13638.png,stimulus_13727.png,0.9652591,9.0,9.0,7.0,same,last
87,stimulus_13168.png,stimulus_13849.png,0.9235265,9.0,9.0,128.0,same,last
88,stimulus_13110.png,stimulus_13509.png,0.9553604,9.0,9.0,65.0,same,last
89,stimulus_13096.png,stimulus_13993.png,0.87609935,9.0,9.0,130.0,same,last
90,stimulus_15047.png,stimulus_15252.png,0.9409567,10.0,10.0,29.0,same,last
91,stimulus_14570.png,stimulus_15323.png,0.78693885,10.0,10.0,130.0,same,last
92,stimulus_14568.png,stimulus_15290.png,0.6404452,10.0,10.0,128.0,same,last
93,stimulus_15812.png,stimulus_15897.png,0.96913534,10.0,10.0,5.0,same,last
94,stimulus_14747.png,stimulus_15702.png,0.87819046,10.0,10.0,157.0,same,last
95,stimulus_14561.png,stimulus_15649.png,0.7438539,10.0,10.0,190.0,same,last
96,stimulus_14474.png,stimulus_15653.png,0.6357585,10.0,10.0,194.0,same,last
97,stimulus_14415.png,stimulus_14941.png,0.7700385,10.0,10.0,64.0,same,last
98,stimulus_15462.png,stimulus_15748.png,0.91836643,10.0,10.0,29.0,same,last
99,stimulus_14963.png,stimulus_15538.png,0.95410323,10.0,10.0,97.0,same,last
100,stimulus_16545.png,stimulus_16830.png,0.90467775,11.0,11.0,65.0,same,last
101,stimulus_16640.png,stimulus_17180.png,0.96417713,11.0,11.0,65.0,same,last
102,stimulus_16175.png,stimulus_17093.png,0.72229916,11.0,11.0,161.0,same,last
103,stimulus_16379.png,stimulus_17419.png,0.8617287,11.0,11.0,189.0,same,last
104,stimulus_16028.png,stimulus_16937.png,0.75691164,11.0,11.0,128.0,same,last
105,stimulus_16251.png,stimulus_16864.png,0.95297444,11.0,11.0,97.0,same,last
106,stimulus_17277.png,stimulus_17481.png,0.97005457,11.0,11.0,32.0,same,last
107,stimulus_16371.png,stimulus_16387.png,0.9774898,11.0,11.0,3.0,same,last
108,stimulus_16652.png,stimulus_17274.png,0.9479842,11.0,11.0,94.0,same,last
109,stimulus_16318.png,stimulus_17075.png,0.90803117,11.0,11.0,124.0,same,last
110,stimulus_17659.png,stimulus_18982.png,0.6112468,12.0,12.0,189.0,same,last
111,stimulus_18341.png,stimulus_18396.png,0.97068036,12.0,12.0,2.0,same,last
112,stimulus_17871.png,stimulus_18314.png,0.8822767,12.0,12.0,64.0,same,last
113,stimulus_18474.png,stimulus_19116.png,0.94680923,12.0,12.0,95.0,same,last
114,stimulus_17816.png,stimulus_17950.png,0.9620864,12.0,12.0,2.0,same,last
115,stimulus_18527.png,stimulus_18711.png,0.95176256,12.0,12.0,28.0,same,last
116,stimulus_17850.png,stimulus_17966.png,0.94760287,12.0,12.0,3.0,same,last
117,stimulus_17641.png,stimulus_18175.png,0.7900542,12.0,12.0,64.0,same,last
118,stimulus_17666.png,stimulus_18822.png,0.77148336,12.0,12.0,189.0,same,last
119,stimulus_18092.png,stimulus_18781.png,0.93907857,12.0,12.0,100.0,same,last
120,stimulus_20079.png,stimulus_20556.png,0.9744812,13.0,13.0,69.0,same,last
121,stimulus_19952.png,stimulus_20292.png,0.9657241,13.0,13.0,65.0,same,last
122,stimulus_19750.png,stimulus_20785.png,0.9415552,13.0,13.0,158.0,same,last
123,stimulus_20044.png,stimulus_20317.png,0.97791994,13.0,13.0,31.0,same,last
124,stimulus_19553.png,stimulus_20431.png,0.88957894,13.0,13.0,160.0,same,last
125,stimulus_20279.png,stimulus_20760.png,0.930737,13.0,13.0,60.0,same,last
126,stimulus_19341.png,stimulus_20272.png,0.58886164,13.0,13.0,161.0,same,last
127,stimulus_20378.png,stimulus_20720.png,0.97493076,13.0,13.0,67.0,same,last
128,stimulus_19773.png,stimulus_19902.png,0.9762935,13.0,13.0,34.0,same,last
129,stimulus_20234.png,stimulus_20496.png,0.9536727,13.0,13.0,34.0,same,last
130,stimulus_20894.png,stimulus_21148.png,0.8799597,14.0,14.0,32.0,same,last
131,stimulus_21845.png,stimulus_22226.png,0.9626421,14.0,14.0,62.0,same,last
132,stimulus_21037.png,stimulus_21098.png,0.9491581,14.0,14.0,2.0,same,last
133,stimulus_21413.png,stimulus_21714.png,0.9585758,14.0,14.0,31.0,same,last
134,stimulus_21042.png,stimulus_21988.png,0.88592184,14.0,14.0,127.0,same,last
135,stimulus_20937.png,stimulus_21804.png,0.7393481,14.0,14.0,157.0,same,last
136,stimulus_21293.png,stimulus_21517.png,0.97763705,14.0,14.0,33.0,same,last
137,stimulus_21344.png,stimulus_22144.png,0.94913965,14.0,14.0,128.0,same,last
138,stimulus_21413.png,stimulus_21462.png,0.95660347,14.0,14.0,3.0,same,last
139,stimulus_21942.png,stimulus_22285.png,0.97956085,14.0,14.0,65.0,same,last
140,stimulus_22531.png,stimulus_23255.png,0.7152477,15.0,15.0,126.0,same,last
141,stimulus_23343.png,stimulus_23348.png,0.97159934,15.0,15.0,0.0,same,last
142,stimulus_23320.png,stimulus_23357.png,0.9711296,15.0,15.0,3.0,same,last
143,stimulus_23162.png,stimulus_23511.png,0.9596741,15.0,15.0,67.0,same,last
144,stimulus_22858.png,stimulus_23565.png,0.95146525,15.0,15.0,99.0,same,last
145,stimulus_23353.png,stimulus_23879.png,0.9378909,15.0,15.0,94.0,same,last
146,stimulus_22785.png,stimulus_23625.png,0.8518517,15.0,15.0,160.0,same,last
147,stimulus_22668.png,stimulus_23545.png,0.86807907,15.0,15.0,129.0,same,last
148,stimulus_23072.png,stimulus_23576.png,0.96507365,15.0,15.0,67.0,same,last
149,stimulus_22522.png,stimulus_23659.png,0.629338,15.0,15.0,189.0,same,last
150,stimulus_24660.png,stimulus_24755.png,0.970957,16.0,16.0,2.0,same,last
151,stimulus_24020.png,stimulus_25064.png,0.73342377,16.0,16.0,157.0,same,last
152,stimulus_24447.png,stimulus_24699.png,0.9452325,16.0,16.0,27.0,same,last
153,stimulus_24845.png,stimulus_25503.png,0.964296,16.0,16.0,90.0,same,last
154,stimulus_24245.png,stimulus_25240.png,0.8181456,16.0,16.0,157.0,same,last
155,stimulus_25076.png,stimulus_25162.png,0.9313742,16.0,16.0,2.0,same,last
156,stimulus_24754.png,stimulus_25419.png,0.94577956,16.0,16.0,127.0,same,last
157,stimulus_24709.png,stimulus_25412.png,0.9375282,16.0,16.0,131.0,same,last
158,stimulus_24650.png,stimulus_25200.png,0.961249,16.0,16.0,95.0,same,last
159,stimulus_24549.png,stimulus_25575.png,0.92857546,16.0,16.0,166.0,same,last
160,stimulus_26392.png,stimulus_26875.png,0.94864035,17.0,17.0,96.0,same,last
161,stimulus_25702.png,stimulus_26012.png,0.77512217,17.0,17.0,64.0,same,last
162,stimulus_25770.png,stimulus_26367.png,0.6335148,17.0,17.0,96.0,same,last
163,stimulus_26582.png,stimulus_26672.png,0.98236483,17.0,17.0,33.0,same,last
164,stimulus_25799.png,stimulus_26405.png,0.69695246,17.0,17.0,130.0,same,last
165,stimulus_26111.png,stimulus_27093.png,0.90747714,17.0,17.0,158.0,same,last
166,stimulus_26653.png,stimulus_26752.png,0.9872421,17.0,17.0,4.0,same,last
167,stimulus_26476.png,stimulus_27021.png,0.9473859,17.0,17.0,94.0,same,last
168,stimulus_25691.png,stimulus_25831.png,0.8768822,17.0,17.0,30.0,same,last
169,stimulus_26558.png,stimulus_27146.png,0.9570651,17.0,17.0,97.0,same,last
170,stimulus_27622.png,stimulus_28392.png,0.95350647,18.0,18.0,99.0,same,last
171,stimulus_28113.png,stimulus_28253.png,0.98448867,18.0,18.0,33.0,same,last
172,stimulus_27772.png,stimulus_28276.png,0.92551994,18.0,18.0,96.0,same,last
173,stimulus_27206.png,stimulus_28523.png,0.64342606,18.0,18.0,190.0,same,last
174,stimulus_27439.png,stimulus_27519.png,0.986398,18.0,18.0,1.0,same,last
175,stimulus_27452.png,stimulus_27551.png,0.97272325,18.0,18.0,0.0,same,last
176,stimulus_27366.png,stimulus_28254.png,0.70137507,18.0,18.0,158.0,same,last
177,stimulus_27403.png,stimulus_27801.png,0.9223416,18.0,18.0,63.0,same,last
178,stimulus_27795.png,stimulus_28572.png,0.9216309,18.0,18.0,134.0,same,last
179,stimulus_28093.png,stimulus_28772.png,0.961889,18.0,18.0,95.0,same,last
180,stimulus_29785.png,stimulus_30134.png,0.9162584,19.0,19.0,65.0,same,last
181,stimulus_29181.png,stimulus_30002.png,0.7807547,19.0,19.0,157.0,same,last
182,stimulus_29025.png,stimulus_29880.png,0.8635299,19.0,19.0,126.0,same,last
183,stimulus_28942.png,stimulus_29677.png,0.7181527,19.0,19.0,131.0,same,last
184,stimulus_29058.png,stimulus_29825.png,0.8737612,19.0,19.0,129.0,same,last
185,stimulus_29206.png,stimulus_30041.png,0.94506025,19.0,19.0,122.0,same,last
186,stimulus_28810.png,stimulus_30092.png,0.68973935,19.0,19.0,191.0,same,last
187,stimulus_29006.png,stimulus_29473.png,0.89218986,19.0,19.0,63.0,same,last
188,stimulus_29254.png,stimulus_29643.png,0.9466014,19.0,19.0,64.0,same,last
189,stimulus_29071.png,stimulus_30031.png,0.85276234,19.0,19.0,160.0,same,last
190,stimulus_30827.png,stimulus_31688.png,0.89412236,20.0,20.0,127.0,same,last
191,stimulus_31086.png,stimulus_31343.png,0.96458805,20.0,20.0,36.0,same,last
192,stimulus_30809.png,stimulus_31138.png,0.9651134,20.0,20.0,33.0,same,last
193,stimulus_30556.png,stimulus_31600.png,0.61363184,20.0,20.0,192.0,same,last
194,stimulus_30409.png,stimulus_31079.png,0.7145438,20.0,20.0,96.0,same,last
195,stimulus_30431.png,stimulus_30539.png,0.9881216,20.0,20.0,0.0,same,last
196,stimulus_30794.png,stimulus_31339.png,0.8836304,20.0,20.0,91.0,same,last
197,stimulus_31121.png,stimulus_31208.png,0.96812046,20.0,20.0,35.0,same,last
198,stimulus_30557.png,stimulus_30899.png,0.76225936,20.0,20.0,66.0,same,last
199,stimulus_31442.png,stimulus_31951.png,0.9656609,20.0,20.0,63.0,same,last
200,stimulus_32545.png,stimulus_33580.png,0.8806716,21.0,21.0,160.0,same,last
201,stimulus_33104.png,stimulus_33508.png,0.9451851,21.0,21.0,66.0,same,last
202,stimulus_32316.png,stimulus_33275.png,0.8154688,21.0,21.0,157.0,same,last
203,stimulus_32476.png,stimulus_33529.png,0.86729544,21.0,21.0,161.0,same,last
204,stimulus_32114.png,stimulus_32550.png,0.8090981,21.0,21.0,62.0,same,last
205,stimulus_32001.png,stimulus_32563.png,0.7796624,21.0,21.0,63.0,same,last
206,stimulus_32494.png,stimulus_32881.png,0.94326746,21.0,21.0,63.0,same,last
207,stimulus_32190.png,stimulus_32209.png,0.934028,21.0,21.0,33.0,same,last
208,stimulus_32028.png,stimulus_32377.png,0.8990741,21.0,21.0,32.0,same,last
209,stimulus_32261.png,stimulus_32848.png,0.8228849,21.0,21.0,97.0,same,last
210,stimulus_33645.png,stimulus_34052.png,0.8311264,22.0,22.0,67.0,same,last
211,stimulus_34585.png,stimulus_34906.png,0.977229,22.0,22.0,62.0,same,last
212,stimulus_33879.png,stimulus_34138.png,0.8949798,22.0,22.0,31.0,same,last
213,stimulus_34413.png,stimulus_34833.png,0.9800934,22.0,22.0,67.0,same,last
214,stimulus_34156.png,stimulus_34568.png,0.9511021,22.0,22.0,60.0,same,last
215,stimulus_33746.png,stimulus_34806.png,0.55853754,22.0,22.0,191.0,same,last
216,stimulus_34885.png,stimulus_34921.png,0.9880047,22.0,22.0,1.0,same,last
217,stimulus_33890.png,stimulus_35028.png,0.76151246,22.0,22.0,191.0,same,last
218,stimulus_34186.png,stimulus_34276.png,0.97297776,22.0,22.0,30.0,same,last
219,stimulus_34905.png,stimulus_35081.png,0.97989976,22.0,22.0,31.0,same,last
220,stimulus_36218.png,stimulus_36713.png,0.9691463,23.0,23.0,61.0,same,last
